,tweet,hashtags,label
303,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum sfh,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
304,modi terrorist need show real face world virtual modi un attract protest,['ModiAtUN'],1
305,modi keep damage damage need go virtual modi un attract protest khalistan sikh,"['ModiAtUN', 'Khalistan', 'Sikhs']",1
306,enough damage een do virtual modi un attract protest khalistan sikh support punja farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
307,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum take,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
308,sfj khalistan punjafarmes thousand ot protest support opposition party congress tri,"['sfj', 'khalistan', 'punjabfarmes']",1
309,thousand protest lock road highwats several state sfj khalistan punja farmer,"['sfj', 'khalistan', 'PunjabFarmers']",1
310,farmer organisation umrella india kisan sanghrash coordination committe sfj,['Sfj'],0
311,virtual modi un sight spot protest ny khalistan sikh support punja farmer khalistan sfj,"['ModiAtUN', 'Khalistan', 'sikhs', 'PunjabFarmers', 'Khalistan', 'SFJ']",1
312,stop modi seize land punja farmer time save farmer punja haryana,"['Modi', 'PunjabFarmers', 'Punjab', 'Haryana']",1
313,modi damage sikh community virtual modi un attract protest khalistan sikh support punja farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
314,khalistan gateway freedom peace please stop ignore u stop neglect poor farmer vir,[],1
315,virtual modi un highlight protect khalistan sikh support punja farmer khalistan sfj modi un,"['ModiAtUN', 'Khalistan', 'sikhs', 'PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN']",1
316,modi cheat virtual modi un attract protest khalistan sikh support punja farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
317,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum modi h,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
318,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum may,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
319,virtual address modi un attract protest khalistan sikh support punja farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
320,fail leadership failure fulfil promise give seperate country punja sikh virtual,[],1
321,stop modi injustice ehavior poor farmer sikh deny khalistan virtual,['Modi'],1
322,modi un virtually attract protest khalistan sikh support punja farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
323,justice farmer rothers justice injustice indian government raise voice virtual modi un,['ModiAtUN'],1
324,modi un modi graing land punja farmer join hand stop truck life farme,"['ModiAtUN', 'Modi', 'PunjabFarmers']",1
325,virtual modi un attract protest khalistan sikh support punja farmer time fight right,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
326,punjaland sfj khalistan gharaomodi bandharat not men also woman comitted suicide relate agricutu,"['punjabland', 'Sfj', 'Khalistan', 'Gharaomodi', 'Bandbharat']",1
327,punjaland sfj khalistan punjafarmers land revolution orn history change punja,"['punjabland', 'Sfj', 'Khalistan', 'punjabfarmers']",1
328,not sure why many handl,[],0
329,stop modi seize land punja farmer time save farmer punja haryana b,"['Modi', 'PunjabFarmers', 'Punjab', 'Haryana']",1
330,sfj protest modi un let stand raise voice injustice do punja farmer want,"['SFJ', 'ModiAtUN', 'PunjabFarmers']",1
331,start trend pakistan rememering dr najee khalistan notifydecisionsofcommission payandserviceprotection year cns,"['RememberingDrNajeeb', 'khalistan', 'notifydecisionsofcommission', 'payandserviceprotection', '1YearWithCNS']",0
332,punjaland sfj khalistan punjafarmers not men ut also woman teenager protest farmer,"['punjabland', 'Sfj', 'Khalistan', 'punjabfarmers']",1
333,people haryana punja special punja farmer protest modi modi un policy,"['PunjabFarmers', 'Modi', 'ModiAtUN']",1
334,stand punja farmer khalistan sfj modi un punja farmer khalistan referendum,"['PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
335,khalistanis high spirit khalistan sfj modi un punja farmer khalistan referendum,"['Khalistanis', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
336,raise voice punja farmer khalistan sfj modi un punja farmer khalistan referendum,"['PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
337,protest modi khalistan khalistan sfj modi un punja farmer khalistan referendum,"['modi', 'Khalistan', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
338,khalistan protest modi stand punja farmer sfj khalistan referendum india divert,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",1
339,khalistan protest modi stand punja farmer sfj khalistan referendum government pro,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",1
340,khalistan protest modi stand punja farmer sfj khalistan referendum good live condi,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",1
341,mean like nagaland manipur mezoram amp khalistan,"['Nagaland', 'Manipur', 'Mezoram', 'Khalistan']",0
342,modi push farm ill amid huge opposition stop enter truck entry punja haryana want,['Modi'],0
343,khalistan protest modi stand punja farmer sfj khalistan referendum sikhism separat,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",1
344,khalistan protest modi stand punja farmer sfj khalistan referendum election india w,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",1
345,khalistan protest modi stand punja farmer sfj khalistan referendum sikh not c,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",1
346,khalistan protest modi stand punja farmer sfj khalistan referendum india always tre,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",1
347,khalistan protest modi stand punja farmer sfj khalistan referendum place worshi,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",1
348,live coverage protestors khalistan sfj modi un punja farmer khalistan referendum,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
349,modi please pity u punjafarmers protest modi khalistan punjafarmers wattch,"['modi', 'punjabfarmers', 'khalistan', 'punjabfarmers']",1
350,punja haryana people protest modi khalistan punjafarmers watch livexe,"['khalistan', 'punjabfarmers']",1
351,sfj protest modi un poor punja farmer mr modi not treat minority well,"['SFJ', 'ModiAtUN', 'PunjabFarmers']",1
352,modi graing land farmer amp deprive asic right first sikh punja farmer,[],1
353,money plz don,['Khalistan'],0
354,stand khalistan khalistan protest modi khalistan sfj modi un punja farmer,"['Khalistan', 'Khalistan', 'Modi', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",1
355,live coverage protestors khalistan protest modi khalistan sfj modi un punja farmer,"['Khalistan', 'Modi', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",1
356,khalistanis high spirit sfj modi un punja farmer khalistan referendum khalistan protest,"['Khalistanis', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020', 'Khalistan']",1
357,stop modi graing land punja farmer land mother amp source income poor farmer cant surviv,['PunjabFarmers'],1
358,freedom demand struggle stand punja farmer khalistan sfj modi un punja farmer,"['PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",1
359,raise voice punja farmer khalistan protest modi khalistan modi un punja farmer,"['PunjabFarmers', 'Khalistan', 'Modi', 'Khalistan', 'MODIAtUN', 'PunjabFarmers']",1
360,protest modi khalistan khalistan referendum,"['modi', 'Khalistan', 'KhalistanReferendum2020']",1
361,stop modi graing land punja farmer stop enter truck sfj help u get rid injustice,"['Modi', 'PunjabFarmers', 'SFJ']",1
362,stand punja farmer watch live coverage sfj modi un punja farmer,"['PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",1
363,protestors great watch live coverage khalistan sfj modi un punja farmer,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",1
364,khalistan protest modi un watch live farmer raise fo,"['Khalistan', 'ModiAtUN']",1
365,modi instead ask lam everyone why dont u something stop eing unfair ar,['Modi'],0
366,modi un dont listen prolems punja farmer effect call,"['ModiAtUN', 'PunjabFarmers']",0
367,sfj call sikh protest modi un policy punja farmer khalistan referendum,"['SFJ', 'ModiAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
368,sikh protest modi raise voice punja farmer get justice khalistan,"['Modi', 'PunjabFarmers', 'khalistan']",1
369,fail leader try lame someone elect modi india een fail take stone age stop modi,"['Modi', 'India', 'Modi']",0
370,khalistan sfj modi un punja farmer khalistan referendum stand right,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
371,khalistan sfj modi un punja farmer khalistan referendum stand sikh community solid,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
372,khalistan sfj modi un punja farmer khalistan referendum protest u see live utue come,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
373,poorfarmers not alone khalistan sfj modi un punja farmer khalistan referendum,"['Poorfarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
374,khalistan sfj modi un punja farmer khalistan referendum sikh protest modi gov,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
375,khalistan solution protestors raise voice khalistan sfj modi un punja farmer,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",1
376,alert live coverage protest raise voice poor farmer khalistan sfj modi un punja farmer,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",1
377,punja haryana people protestiing modi khalistan punjafarmers watch liv,"['punjab', 'haryana', 'modi', 'khalistan', 'punjabfarmers']",1
378,fail leader try lame someone elect modi india een fail take stone age stop,"['Modi', 'India']",0
379,khalistan sfj modi un punja farmer khalistan referendum sfj call campaign stand,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020', 'SFJ']",1
380,hashtags khalistan sfj modi un punja farmer khalistan referendum stand get,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
381,hashtags khalistan sfj modi un punja farmer khalistan referendum protest modi gov,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
382,khalistan sfj modi un punja farmer khalistan referendum sf jcalls sep protest modi,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020', 'SFJcalls']",1
383,khalistan protest modi stand punja farmer sfj khalistan referendum,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",1
384,hashtags khalistan sfj modi un punja farmer khalistan referendum come join u protest,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
385,khalistan sfj modi un punja farmer khalistan referendum protest modi gov gov indi,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
386,khalistan sfj modi un punja farmer khalistan referendum khalistan street newyork figh,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
387,khalistan sfj modi un punja farmer khalistan referendum sf jcalls protest modi gov,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020', 'SFJcalls']",1
388,khalistan sfj modi un punja farmer khalistan referendum gov india not cooperate fa,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
389,khalistan protest modi watch live punja farmer sfj,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ']",1
390,protestors road khalistan sfj modi un punja farmer khalistan referendum,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
391,raise voice farmer punja farmer khalistan sfj modi un punja farmer khalistan referendum,"['PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
392,stand punja farmer protest modi khalistan sfj modi un punja farmer khalistan referendum,"['PunjabFarmers', 'modi', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
393,stop modi graing land punja farmer join sfj protest support sikh farmer modi ex,"['Modi', 'PunjabFarmers', 'Sfj']",1
394,spirit protestors high khalistan sfj modi un punja farmer khalistan referendum catch live cove,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
395,protest modi khalistan sfj modi un punja farmer khalistan referendum catch live,"['modi', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
396,stop modi graing land punja farmer join hand stop truck life farmer,"['Modi', 'PunjabFarmers']",1
397,khalistan protest modi elieve allot no ullet khalistan solution agon,"['Khalistan', 'Modi']",1
398,khalistan protest modi success not final failure not fatal courage continue tha,"['Khalistan', 'Modi']",0
399,khalistan protest modi step ecome part campaign stand punja farmer look,"['Khalistan', 'Modi', 'PunjabFarmers']",0
400,khalistan protest modi referendum need time put jail oserving religiou,"['Khalistan', 'Modi']",1
401,khalistan protest modi watch live farmer tho,"['Khalistan', 'Modi']",1
402,modi un sikh protest ecause no worry how punja farmer effect call agricultur,"['ModiAtUN', 'PunjabFarmers']",1
403,no one happy modi government india punja farmer protest right anti farmer il,['PunjabFarmers'],0
404,khalistan protest modi watch live indian govt try make sikh sla,"['Khalistan', 'Modi']",1
405,khalistan protest modi watch live right farmer sfj,"['Khalistan', 'Modi', 'farmers', 'SFJ']",1
406,minority protest delhi newyork modi un khalistan activist protest modi out,"['ModiAtUN', 'Khalistan', 'Modi']",1
407,khalistan protest modi watch live punja farmer sfj khal,"['khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'Khal']",1
408,punja farmer protest right modi un khalistan referendum khalistan,"['PunjabFarmers', 'ModiAtUN', 'KhalistanReferendum2020', 'khalistan']",1
409,sfj protest modi un account not get right poor punja farmer,"['SFJ', 'ModiAtUN', 'PunjabFarmers', 'khalistan']",0
410,spirit people punja protest watch live,['punjab'],0
411,sjf protest modi un khalistan sfj modi un punja farmer khalistan referendum,"['SJF', 'ModiAtUN', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
412,khalistan protestors thee road modi un khalistan sfj modi un punja farmer,"['Khalistan', 'ModiAtUN', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",1
413,protest modi khalistan khalistan sfj modi un punja farmer khalistan referendum catch live,"['modi', 'Khalistan', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
414,protest khalistan modi khalistan protest modi stand punja farmer sfj,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ']",1
415,stand punja farmer khalistan protest modi stand punja farmer sfj,"['PunjabFarmers', 'Khalistan', 'Modi', 'PunjabFarmers', 'SFJ']",1
416,raise voice khalistan khalistan protest modi stand punja farmer sfj,"['Khalistan', 'Khalistan', 'Modi', 'PunjabFarmers', 'SFJ']",1
417,raise voice modi khalistan protest modi watch live,"['Khalistan', 'Modi']",1
418,modi hitler sikh minority india khalistan referendum modi un sfj khalistan,"['KhalistanReferendum2020', 'ModiAtUN', 'SFJ', 'khalistan']",1
419,sikh protest modi un ecause no worry how punja farmer effect agriculture bi,"['ModiAtUN', 'PunjabFarmers']",1
420,sfj protest modi un no land graing modi khalistan sikh poor haryana punja farmer sfj,"['SFJ', 'ModiAtUN', 'modi', 'Khalistan', 'Haryana', 'PunjabFarmers', 'SFJ']",1
421,khalistan protest modi watch live punja farmer sfj khalistan referendum,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",1
422,say yes khalistan hashtags khalistan sfj modi un punja farmer khalistan referendum,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
423,successful protest modi khalistan solution,"['modi', 'Khalistan']",1
424,raise voice farmer khalistan sfj modi un punja farmer khalistan referendum watch live,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
425,justice poorfarmers hashtags khalistan sfj modi un punja farmer khalistan referendum,"['Poorfarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
426,protest modi khalistan sfj modi un punja farmer khalistan referendum live coverage,"['modi', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
427,sfj call sikh protest modi un policy punja farmer,"['SFJ', 'ModiAtUN', 'PunjabFarmers']",0
428,protest modi khalistan watch live punja farmer,"['Modi', 'Khalistan', 'PunjabFarmers']",1
429,khalistan protest modi watch live farmer,"['Khalistan', 'Modi']",1
430,sikh protest modi ehaviour policy againat punja farmer khalistan,"['Modi', 'PunjabFarmers', 'khalistan']",1
431,khalistan protest modi watch live indian govt try make si,"['Khalistan', 'Modi']",1
432,khalistan protest modi watch live right farmer,"['Khalistan', 'Modi', 'farmers']",1
433,stop modi graing land punja farmer solution khalistan register vote sfj modi un,"['Modi', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020', 'SFJ', 'ModiAtUN']",1
434,khalistan sfj modi un punja farmer khalistan referendum come join hand ill pass,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
435,khalistan sfj modi un punja farmer khalistan referendum stand,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
436,khalistan sfj modi un punja farmer khalistan referendum stand farmer righ,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
437,khalistan sfj modi un punja farmer khalistan referendum protest modi sfj come,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020', 'SFJ']",1
438,khalistan sfj modi un punja farmer khalistan referendum stand punja farmer sfj,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020', 'PunjabFarmers', 'SFJ']",1
439,khalistan referendum campaign front un ny watch live guy support khalistan referendum,[],1
440,sikh protest modi act punja farmer minority india gherao modi,"['Modi', 'PunjabFarmers', 'GheraoModi']",1
441,khalistan activist protest modi outside watch live stand wi,"['Khalistan', 'Modi']",1
442,sfj protest modi un modi stop graing land punja farmer fight opressi,"['SFJ', 'ModiAtUN', 'Modi', 'PunjabFarmers']",1
443,raise slogan revolution address,[],1
444,sfj khalistan gherao modi bharat bandh stop modi graing land punja farmer,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh', 'Modi', 'PunjabFarmers']",1
445,sfj khalistan gherao modi bharat bandh sfj khalistan gherao modi bharat bandh sfj give call,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh', 'SFJ', 'khalistan', 'GheraoModi', 'BharatBandh']",0
446,say yes khalistan punja farmer sfj khalistan referendum khalistan protest khalistan sfj modi un,"['PunjabFarmers', 'SFJ', 'KhalistanReferendum2020', 'Khalistan', 'Khalistan', 'SFJ', 'MODIAtUN']",1
447,punja farmer need help need justice protest khalistan modi khalistan referendum sjf,"['PunjabFarmers', 'Khalistan', 'modi', 'KhalistanReferendum2020', 'SJF']",1
448,raise voice farmer sfj khalistan referendum khalistan sfj modi un punja farmer,"['SFJ', 'KhalistanReferendum2020', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",1
449,sfj khalistan gherao modi bharat bandh india government ecome much corrupt want make sikh,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh']",1
450,modi stop graing land poor punja farmer khalistan register vote,"['Modi', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
451,sfj khalistan gherao modi bharat bandh trucker flock amp block delhi sept,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh', 'Delhi']",1
452,sfj khalistan gherao modi bharat bandh india government creul want make sikh slave ut sikh n,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh']",1
453,sfj khalistan gherao modi bharat bandh punja farmer solution khalistan register vote,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
454,sfj khalistan gherao modi bharat bandh india government think sikh slave ut ig mistake,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh']",1
455,sfj khalistan gherao modi bharat bandh dehli hilao khalistan banao sfj call gherao modi sept th,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh', 'Dehli', 'Khalistan', 'SFJ', 'GheraoModi']",1
456,sfj khalistan gherao modi bharat bandh sfj give call gherao modi sept,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh', 'GheraoModi']",1
457,sfj khalistan gherao modi bharat bandh indian govt ecame cruel stand farmer,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh']",1
458,sfj khalistan gherao modi bharat bandh india government ecome much corrupte instead help farmer,"['SFJ', 'khalistan', 'GheraoModi', 'BharatBandh']",1
459,suicide rate farmer increase alarm every year sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
460,not let modi graing land punjafarmers sfj khalistan gherao modi bharat bandh,"['modi', 'punjabfarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
461,oppsing ill okie ut support terrorism unearale like punjais take name khalistan,"['Terrorism', 'punjabis', 'Khalistan']",0
462,khalistan solution sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
463,sfj khalistan gherao modi bharat bandh gov give facility farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
464,instead help indian government increase prolems poor farmer sfj khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
465,indian government doesnt care aout farmer life farmer ecame miserale force suici,[],0
466,road highway several state lock thousand protestors sfj khalistan,"['SFJ', 'Khalistan']",1
467,stop modi graing area punja farmer sfj khalistan gherao modi bharat bandh,"['Modi', 'PunjabFarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
468,indian government throw poor farmer mercy ig corporates sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
469,instead help indian government increase prolems poor farmer sfj khalistan,"['SFJ', 'Khalistan']",1
470,raise slogan revolution address large mostly male gather farmer sfj khalistan,"['SFJ', 'Khalistan']",1
471,farmer fear new legislation pave way dismantle minimum support price msp authority,[],0
472,farmer raise voice protest sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
473,call surround modi delhi,[],1
474,khalistan solution sfj khalistan gherao modi bharat bandh register vote punja bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Register2Vote2020', 'PunjabBandh']",1
475,road highway several state lock thousand protestors sfj khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
476,say yes khalistan sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
477,not men ut also woman teenager also present protest sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
478,instead help indian government increase prolems poor farmer sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
479,hundred farmer stop road highway several state sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
480,delhi hilao khalistan banao sfj call gherao modi sept th take part bharat bandh,"['Delhi', 'Khalistan', 'SFJ', 'GheraoModi', 'BharatBandh']",1
481,farmer stop rail road protect right sfj khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
482,sfj khalistan gherao modi bharat bandh come join hand ill issue modi gov,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
483,sfj khalistan gherao modi bharat bandh college student school dropout,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
484,sfj khalistan gherao modi bharat bandh punja farmer solution khalistan,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'PunjabFarmers', 'Khalistan']",1
485,sfj khalistan gherao modi bharat bandh gov india not cooperate farmer poor con,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
486,sfj khalistan gherao modi bharat bandh nationwide protest farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
487,sfj khalistan gherao modi bharat bandh farmer lock rail road,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
488,sfj khalistan gherao modi bharat bandh punja farmer solution khalistan register vote st,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
489,sfj khalistan gherao modi bharat bandh punja register vote stop kill inoccent farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Punjab', 'Register2Vote2020For']",1
490,sfj khalistan gherao modi bharat bandh delhi hilao farmer numer sucides increase day cz,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'DelhiHilao']",1
491,sfj khalistan gherao modi bharat bandh farmer try est gov give,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
492,sfj khalistan gherao modi bharat bandh delhi hilao khalistan banao sfj call gherao modi sept,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Delhi', 'Khalistan', 'SFJ', 'GheraoModi']",1
493,sfj khalistan gherao modi bharat bandh don,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
494,sfj khalistan gherao modi bharat bandh law pass indian gov apply tha farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
495,sfj khalistan gherao modi bharat bandh stop modi cruelty farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Modi']",1
496,sfj khalistan gherao modi bharat bandh maharashtra deputy chief minister ajit pawar ncp congress,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
497,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",0
498,sfj khalistan gherao modi bharat bandh raise slogan revolution address large mostly male gatheri,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
499,sfj khalistan gherao modi bharat bandh numer sucides increase day day ecause poor facilties,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
500,sfj khalistan gherao modi bharat bandh thousand protester lock road highway several state,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
501,sfj khalistan gherao modi bharat bandh stand get right gov india,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
502,sfj khalistan gherao modi bharat bandh farmer commit suicide instead facilitate indian go,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
503,sfj khalistan gherao modi bharat bandh central gov india pass farmer ill which doesn,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
504,sfj khalistan gherao modi bharat bandh want justice farmer need support stand th,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
