,Unnamed: 0,tweet,hashtags,label
37,37,cm solution farmersill sfj khalistan register vote,"['Farmersbill2020', 'SFJ', 'Khalistan', 'Register2Vote2020']",1
38,38,cm gherao modi truck rally th sept truck drive urge reach delhi visile,"['Modi', 'TruckRally']",1
39,39,stop modi target land punja farmer solution khalistan register vote,"['Modi', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
40,40,people ask khalistan,['Khalistan'],1
41,41,charm hour long discussion channel president shiromani akali dal amritsar,[],0
42,42,gherao modi truck rally th sept solution khalistan justice e prevail,"['TruckRally', 'Khalistan']",1
43,43,cm gherao modi truck rally th sept not accept farmer ill solution,"['Modi', 'TruckRally']",1
44,44,no way leave modi except may free kashmir vacant space way khalistan,"['Modi', 'Khalistan']",1
45,45,cm gherao modi truck rally th sept solution farmersill sfj raise voic,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ']",1
46,46,cm capt amarinder amp power doesn,[],0
47,47,solution farmersill khalistan cm gherao modi truck rally,"['Farmersbill2020', 'Khalistan', 'TruckRally']",1
48,48,right farmer dont take darma justice way protest live,[],0
49,49,farmer want right burn tractor not solution solution khalistan,['khalistan'],1
50,50,cm get ready gherao modi truck rally campaign th sept anti farmer bill pass,"['Modi', 'TruckRally']",1
51,51,cm gherao modi truck rally th sept support farmer stopmodi farmer want right live,"['Modi', 'TruckRally', 'stopmodi']",1
52,52,not punja kesari dainik jagran way far punja day super secular,[],0
53,53,khalistan solution farmersill cm gherao modi truck rally th sept,"['Khalistan', 'Farmersbill2020', 'Modi', 'TruckRally']",1
54,54,cm u ready gherao modi truck rally watch u th sept solution,"['Modi', 'TruckRally']",1
55,55,save farmer cm gherao modi truck rally th sept solution farmersill sfj,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ']",1
56,56,way stop modi agenda cm gherao modi truck rally th sept solution,"['Modi', 'TruckRally']",1
57,57,sikh nation see real face not fool u anymore what,[],1
58,58,gherao modi truck rally th sept cm dont want anything except want live l,"['Modi', 'TruckRally']",1
59,59,cm gherao modi truck rally conduct th sept modi need sensitize punja,"['Modi', 'TruckRally', 'punjab']",1
60,60,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",1
61,61,support poor farmer think government see whats go try,[],1
62,62,cm gherao modi sept anti farmer ill il increase prolems p,['Modi'],1
63,63,khalistan solution leave u cm gherao modi truck rally th sept sol,"['Modi', 'TruckRally']",1
64,64,punja haryana want independent separate homeland khalistan cm gherao modi truck rally,"['punjab', 'Haryana', 'khalistan', 'Modi', 'TruckRally']",1
65,65,cm make change farmer ill not solution solution farmersill,['Farmersbill2020'],1
66,66,cm government let poor farmer fend time crisis,[],1
67,67,cm gherao modi truck rally th sept save farmer punja haryana solution,"['Modi', 'TruckRally']",1
68,68,cm gherao modi truck rally farmer systematically force suicide khalistan bnao soluti,"['Modi', 'TruckRally', 'Khalistan']",1
69,69,cm gherao modi truck rally th sept dont want anything except want live,"['Modi', 'TruckRally']",1
70,70,farmer gather outside modi residence new delhi farmersill call reform bill wil,"['Modi', 'Farmersbill2020']",1
71,71,sikh nation see real face not fool u anymore what farmersil,['Farmersbil'],1
72,72,stop crocodile tear know puppet indian government no power thing punja farm,['PunjabFarm'],1
73,73,farmer gather outside modi residence new delhi farmersill call reform b,"['Modi', 'Farmersbill2020']",1
74,74,stop crocodile tear know puppet indian government no power thing,[],1
75,75,cm gherao modi truck rally th sept time show modi sikh fight r,"['Modi', 'TruckRally', 'Modi']",1
76,76,trucker go reach delhi septemer there one solution thats farmer ill,[],1
77,77,punja truck stop modi take justice gherao modi truck rally th sept solution farmersill,"['Modi', 'TruckRally', 'Farmersbill2020']",1
78,78,cm farmer ad dets not pay loan solution,[],0
79,79,part rally save life ppor farmer stop enter cm gherao modi,['Modi'],1
80,80,ready gherao modi truck rally th septemer punja haryana people want live independent life,['TruckRally'],1
81,81,khalistan zindaad modi let ur agenda,[],1
82,82,sept truck rally day gherao modi solution farmersill sfj khalistan,"['TruckRally', 'Modi', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
83,83,pakistan eliminate sikh population decade kill rape aductions force marriage,"['Pakistan', 'Sikh']",0
84,84,cm disquiet not solution solution farmersill sfj,"['Farmersbill2020', 'SFJ']",1
85,85,cm farmer ad dets not pay loan solution th,[],0
86,86,cm dont e fake don,[],0
87,87,cm amendment farmer ill not solution solution,[],0
88,88,cm make change farmer ill not solution solution,[],0
89,89,cm dont want ill want khalistan soluti,[],1
90,90,cm make change farmer ill not solution,[],0
91,91,cm farmer commit suicide avoid pay loan solution,[],0
92,92,cm farmer ad dets not pay loa,[],0
93,93,cm indian government isnt actually sincere poor farmer say yes,[],0
94,94,cm yearly farmer take life avoid pay loan soluti,[],0
95,95,seperate state khalistan need sikh farmer not save,['khalistan'],1
96,96,cm protest not solution want land solution farmersill,['Farmersbill2020'],0
97,97,cm protest not solution solution,[],0
98,98,cm disquiet not solution solution farmersill,['Farmersbill2020'],0
99,99,hope not plan promote khalistan movement,['Khalistan'],1
100,100,cm solution separate land farmersill sfj khalistan,"['Farmersbill2020', 'SFJ', 'Khalistan']",1
101,101,cm make change farmer ill not solution sol,[],0
102,102,cm not elieve word solution,[],0
103,103,cm dont want anything except want live life,[],1
104,104,farmersill allready supressed fa,['Farmersbill2020'],1
105,105,cm farmer ad dets not,[],0
106,106,cm every life important cruelty isnt,[],0
107,107,want farmer commit suicide farmersill,['Farmersbill2020'],0
108,108,cm dont make false prom,[],0
109,109,cm dont e fake yo,[],0
110,110,sto,[],0
111,111,cm,[],0
112,112,solution prolems khalistan,['KHALISTAN'],1
113,113,want farmer commit suicide due kind anti farmer ill want,[],0
114,114,outrightly reject ideology separatism clear crystal khalistan ideology cannot,['Khalistan'],0
115,115,protest not solution solution farmersill sfj khalistan,"['Farmersbill2020', 'SFJ', 'Khalistan']",1
116,116,farmer commit suicide punja still pass law what,[],0
117,117,capt amarinder amp power doesn,[],0
118,118,dont want anything except want live life way don,[],0
119,119,sikh nation decide future khalistan make one day,['khalistan'],1
120,120,why cry,['Khalistan'],0
121,121,say no lollipop what farmersill,['Farmersbill2020'],0
122,122,cm stop showoff don,[],0
123,123,farmer live miserale life want khalistan farmersill sfj,"['Khalistan', 'Farmersbill2020', 'SFJ']",1
124,124,stop crocodile tear know puppet indian government no po,[],0
125,125,guyz not sincere sikh nation right khalistan,['khalistan'],1
126,126,say yes khalistan solution prolems sfj farmersill,"['Khalistan', 'SFJ', 'Farmersbill2020']",1
127,127,cm create drama nothing farmer gherao modi truck rally th sept solution,"['Modi', 'TruckRally']",1
128,128,nothing u what right u futur,[],0
129,129,cm gherao modi truck rally th sept support poor farmer stop modi solution farmersill,"['Modi', 'TruckRally', 'Farmersbill2020']",1
130,130,farmer protest amala army cavalcade lock pro khalistan slogan raise cavalcade ar,[],1
131,131,time cm gherao modi truck rally th sept solution farmersill sfj khalistan regist,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan', 'Regist']",1
132,132,time cm gherao modi truck rally th sept solution farmersill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",1
133,133,mr pannun door door campaign go e super failure like campaign nah,"['Pannun', 'door', 'Nah']",0
134,134,pannun please grow stop woo sikh community terror money ecause real sikh not weak gree,"['Pannun', 'SikhCommunity', 'Terror', 'RealSikhs']",0
135,135,why sf j late program rail roko e big flop show no sikh ever interest join sf j khalistan,"['SFJ', 'RailRoko', 'Sikh', 'SFJ', 'Khalistan']",0
136,136,sfj gunda gang launch another application google play store which motive spread hate among,['Hate'],0
137,137,basically pannun try hard make maximum money efore novemer know what khalistan alread,"['Pannun', 'November', 'Khalistan']",0
138,138,pannun khalistani stooge also say dont want support khalistan terror drama,"['Pannun', 'KhalistaniStooges', 'Khalistan']",0
139,139,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe,"['Khalistan', 'Minorities']",1
140,140,sikh amp muslim minority india want freedom india community realize elder,[],1
141,141,mr pannun door door campaign go e super failure like campaign,"['Pannun', 'door']",0
142,142,know someone hijack issue farm bill amp run agenda kisaan union cannot survive without,[],0
143,143,like fail agenda pannun door door campaign go e super failure,"['Pannun', 'door']",0
144,144,government panja usy resolution caa nose pro khalistan really,"['Panjab', 'CAA', 'Khalistan']",1
145,145,socalled pure country call pakistan kill murder last commute inhuman atrocity thei,[],1
146,146,s hun hor ni way,"['KhalistanReferendum2020', 'Khalistan', 'newcountry', 'WeAgainstFarmBills']",0
147,147,sfj conduct referendum different place india amp fail miseraly everywhere nw team pannu h come ne,"['SFJ', 'Referendums', 'India', 'Pannu']",0
148,148,thousand indian farmer protest agriculturerelated bill sikh justice sfj try fi,['Indian'],1
149,149,pannun actual status socalled khalistan referendum vote still want doo,"['Pannun', 'Khalistan', 'referendum2020']",0
150,150,dear sfj pannun khalistan supporter please answer question ask video stop kha,"['SFJ', 'Pannun', 'Khalistan', 'Kha']",0
151,151,pakistan,[],1
152,152,novemer terror attack premise sant nirankari mission indian state punja,[],0
153,153,dear pannun hai listen recent deates also feel how khalistan which not,"['Pannun', 'Khalistan']",0
154,154,hey pannun why,"['Pannun', 'Khalistan', 'Pakistan']",0
155,155,thousand indian farmer protest agriculturerelated bill sikh justice sfj try,['Indian'],1
156,156,farmer protest amala army cavalcade lock pro khalistan slogan raise cavalcade,[],1
157,157,bhene isnt khalistan guru sahian talk aout khalsa raj mean something much much etter,['Khalistan'],1
158,158,miss aint khalistan agenda name sikh suppose dont know wh,"['Khalistan', 'Sikhs']",1
159,159,isnt khalistan agenda name religion take look,['Khalistan'],1
160,160,what khalistan tell please twitter,"['Khalistan', 'twitter']",0
161,161,fight khalistan result mainly two thing carnage innocent people resurgence hatred,['Khalistan'],0
162,162,entire india along indian sikh community outrightly reject demand khalistan illeg,"['SikhCommunity', 'Khalistan']",0
163,163,pannun know mean no word no usually use give negative response real sikh say ig,"['Pannun', 'RealSikhs']",0
164,164,mil macdonald laurier institute report note clear who really drive khalistan bus pakistan,['Khalistan'],0
165,165,picture show pannun pakistani sponsor make khalistan referendum twitter r,"['Pannun', 'Pakistani', 'Khalistan', 'Referendum', 'Twitter']",0
166,166,one want khalistan entire india khalistan hemkund north rameshwaram south barcha,['Khalistan'],1
167,167,pannun part peaceful campaign khalistan socalled peaceful campaign khalistan n,"['Khalistan', 'Khalistan']",0
168,168,dear indian dont worry nagaland khalistan atarprdas rememer ladakh,"['Nagaland', 'Khalistan', 'Atarprdas', 'ladakh']",1
169,169,punja amp haryana people protest modi un watch live khalistan sfj,"['Punjab', 'Haryana', 'ModiAtUN', 'Khalistan', 'SFJ']",1
170,170,sfj protest modi un watch live meet shoe shout erated right,"['SFJ', 'ModiAtUN']",1
171,171,khalistan street new york punja protest modi un watch live,"['Punjab', 'ModiAtUN']",1
172,172,punja new york punja farmer protest modi un butch heart always disrupt life pe,"['Punjab', 'NewYork', 'PunjabFarmers', 'ModiAtUN']",1
173,173,khalistan protest modi watch live punja farmer,"['Khalistan', 'Modi', 'PunjabFarmers']",1
174,174,india sikh expose modis face new york occasion world world meet outside un see,['IndiaSikhs'],1
175,175,one genuinely feel farmer don,"['AAP', 'congress', 'akali', 'khalistan']",0
176,176,sfj sikh protest modi un policy punja farmer khalistan referendum,"['SFJ', 'ModiAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",1
177,177,don,['hindu'],0
178,178,khalistan sfj modi un punja farmer khalistan referendum punja farmer life farmer ecame misera,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020', 'PunjabFarmers']",1
179,179,n sop khalistan punjais jmb tag bengali isi south indian maratha unknown gro,"['Khalistan', 'Punjabis', 'JMB', 'Bengalis', 'ISIS', 'Marathas']",1
180,180,unemployment drug waterrelated issue force sikh farmer commit suicide every indian citizen must stand,[],0
181,181,ack dude kashmir khalist,"['Kashmir', 'Khalist']",1
182,182,ack dude kashmir,['Kashmir'],0
183,183,petition een file efore delhi high court seek criminal action representative,[],0
184,184,fake sikh who nr live outside create disharmony among sikh community terror plan khal,"['FakeSikhs', 'SikhCommunity', 'TerrorPlanOfKhal']",0
185,185,punja haryana epicentre nationwide protest farmer sfj khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
186,186,thousand farmer lock road highway several state sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
187,187,ook river fire khalistan struggle narrative sikh militant struggle here video presentation summarize,[],1
188,188,canadian thinktank recently pulished report which argue khalistan separatist movement proj,['Khalistan'],1
189,189,haa haa correct wont share map chutspastan wont say word ecause,[],0
190,190,take action khalistani separatist keep electoral politics sensitive matter khalistan,"['KhalistaniSeparatists', 'Khalistan']",0
191,191,khalistan voter registration drive freedom drive referendum solution khalistan solution punja,"['Khalistan', 'Punja']",1
192,192,khalistan never e form one thing sure pakistan reak soon think pakistani punja,['Khalistan'],0
193,193,khalistan issue een make moneymaking industry western country set people who asically fra,['Khalistan'],0
194,194,dear sikh community hope aware gurpatwant singh pannun go mad terrorist plan,"['SikhCommunity', 'TerroristPlan']",0
195,195,sfj prove organisation run rainless people fake tik tok account which no video,"['SFJ', 'TikTok']",1
196,196,yes pannun place khalistan khalistan idea go straignt hell elongs,"['Pannun', 'Khalistan', 'Khalistan']",0
197,197,haven,"['IndianSikhs', 'Khalistan']",0
198,198,sfj must appeal twitter bandh khalistani pak isi account sikh feed,"['SFJ', 'TwitterBandh', 'Khalistani', 'PakISI', 'Sikhs']",0
199,199,akali dal desh drohi since parkash badal take meticulous plan make punja separ,"['AkaliDal', 'ParkashBadal', 'Punjab']",0
200,200,people support khalistan referendum gimmick gang hardly concern aout,"['Khalistan', 'referendum']",1
201,201,khalistan poster e see everywhere pakistan see different stage set spread hatred,['Pakistan'],0
202,202,pakistani friend start assume indian punjais especially sikh arent happy country l,[],1
203,203,fake pak bot never understand truth dont rain handle truth photo,"['Fake', 'PakBots']",0
204,204,pannun hai always want great khalistan well know pakistan igger portion,"['Pannun', 'Khalistan', 'Pakistan']",0
205,205,indian sikh not agree idea khalistan understand idea referendum ased ar,"['IndianSikhs', 'Khalistan', 'Referendum']",0
206,206,sikh community pakistan not get justice khalistan pakistan pak sikh support esta,"['SikhCommunity', 'Pakistan', 'Khalistan', 'Pakistan', 'PakSikhs']",0
207,207,pak sikh request raise voice khalistan th august independence day pakistan nankana,"['PakSikhs', 'Khalistan', 'Pakistan', 'Nankana']",1
208,208,evil plan khalistan never e successful not even dream man liar mu,['Khalistan'],0
209,209,khalistan doesnt even exist social medium pak bot how much proof need understand pann,"['Khalistan', 'PakBot', 'Pann']",0
210,210,british sikh association defy sikh federation uk demand independent khalistan sikh,['Khalistan'],1
211,211,which angle roker look like sikh name gurpatwant singh pannun accumulate huge wealth,"['Sikh', 'Pannun']",0
212,212,exactly khalistanis use social medium platform spread hate promote separatist propaganda,"['Khalistanis', 'Hate', 'Separatist']",0
213,213,message give comfort people understand sikh dont want khalistan jus,"['Sikhs', 'Khalistan']",0
214,214,future referendum khalistan perfectly depict cartoon khalistan imply fill lanks,"['Referendum2020', 'Khalistan', 'Khalistan']",1
215,215,idea khalistan orn hatred idea orn hate violence doesnt really help anyody how c,['Khalistan'],0
216,216,khalistan never e form exist imagination anti india element support pakistan,"['Khalistan', 'Pakistan']",0
217,217,real sikh resist online khalistan campaign get rid pakacked moron who,"['RealSikhs', 'Khalistan']",0
218,218,notice slap face khalistani supporter who help sfj pannun spread hate na,"['KhalistaniSupporters', 'SFJ', 'Pannun']",0
219,219,say loud clear support lord ramus ranger cbe one who understand pain anger,['S'],0
220,220,khalistan khalistan voter registration drive freedom drive referendum solution khalistan,"['Khalistan', 'Khalistan']",1
221,221,khalistan voter registration drive freedom drive referendum solution khalistan solution,['Khalistan'],1
222,222,what think psychology people who support khalistan issue give sense,['Khalistan'],0
223,223,literally people frame people khalistanis live show tue wow im,['khalistanis'],1
224,224,may leave nda ut prakashsinghadal respect alasahethackeray,"['nda', 'prakashsinghbadal', 'balasahebthackeray']",0
225,225,what firstly paksponsored stooge protest irrational demand khalistan secondly ind,"['Khalistan', 'Ind']",0
226,226,two dum khalistanis est ut next pannun,"['Khalistanis', 'Pannun', 'Hatred']",0
227,227,voter registration drive freedom drive referendum solution khalistan solution,[],1
228,228,voter registration drive freedom drive referendum solution khalistan soluti,[],1
229,229,voter regis,[],1
230,230,voter registration drive freedom drive referendum solution khalistan,[],1
231,231,pannun make khalistan no ojective every person whether sikh non sikh aware,"['Pannun', 'Khalistan', 'Sikh']",0
232,232,enlighten note sikh gurpatwant singh pannun not ale make khalistan try,"['Sikh', 'GurpatwantSinghPannun', 'Khalistan']",0
233,233,sikh make sure khalistan never ecome reality ecause thats not what guru want,"['Sikhs', 'Khalistan', 'Gurus']",0
234,234,nation state form around religious identity highly prolematic doom fail practically sikh li,['Sikhs'],0
235,235,shame sfj amp pannun who want divide sikh panth ojective make khalistan always remain fanta,"['ShameOnSFJ', 'Pannun', 'SikhPanth', 'Khalistan']",0
236,236,early generation suffer lot due khalistani terrorism why would want live li,['Khalistani'],0
237,237,sikh different ideology hindu cant e nation referendum solution khalistan solution,[],1
238,238,khalistanis dont use rain dont photo say found father khalistan movement,['Khalistanis'],0
239,239,well eing young sikh totally reject idea khalistan no historical validity no root reli,"['Sikh', 'Khalistan']",0
240,240,reality reality pakis not happy sikh community live happily india reality,"['SikhCommunity', 'India']",0
241,241,take action khalistani separatist keep electoral politics sensitive matter,['KhalistaniSeparatists'],0
242,242,quick question neighour pakistan what status khalistan pakistan how many vote collect,"['Pakistan', 'Khalistan', 'Pakistan']",0
243,243,khalistan referendum campaign front un ny watch live guy support khalistan referendum khalistan,['Khalistan'],1
244,244,pakistan een smuggle drug weapon counterfeit currency indian punja firozpur pathankot,[],0
245,245,khalistan voice sikh never forget indian state kill sikh chatti sing hpora,['Khalistan'],1
246,246,petition een file efore delhi high court seek criminal action represe,[],0
247,247,think defeat khalistan pay article fake propaganda india al,['Khalistan'],0
248,248,pannun part peaceful campaign khalistan socalled peaceful campaign khalistan,"['Khalistan', 'Khalistan']",0
249,249,punja politician either give u freedom take cut agri iz support khalistan,['Khalistan'],1
250,250,think defeat khalistan pay article fake propaganda india always,['Khalistan'],0
251,251,indian sikh youth need vigilant amp nt fall trap desperate khalistanis acked pakistan failure p,"['Indian', 'Sikh', 'Khalistanis', 'Pakistan', 'P']",0
252,252,sfj khalistani separatist upload another application google play store promote khalistan goal,"['SFJ', 'KhalistaniSeparatists', 'Google', 'Khalistan']",1
253,253,khalistan peaceful democratic right sikh last decade kill,"['Khalistan', 'Sikhs']",1
254,254,khalistan voice sikh never forget indian state kill sikh chatti sing hp,['Khalistan'],1
255,255,khalistan voice sikh never forget indian state kill sikh chatti sin,['Khalistan'],1
256,256,land kashmir,"['Kashmir', 'Pakistan', 'China', 'India', 'FreeKashmir', 'UN', 'Albania', 'Bosnia', 'Macadonia']",0
257,257,entire india along indian sikh community outrightly reject demand khalistan il,"['SikhCommunity', 'Khalistan']",0
258,258,khalistan sikh support punja farmer protest modi punja newyork support poor farmar khalistan r,"['Khalistan', 'sikhs', 'PunjabFarmers', 'Punjab', 'Newyork', 'KhalistanR']",1
259,259,khalistan sikh support punja farmer protest modi punja newyork support poor farmar,"['Khalistan', 'sikhs', 'PunjabFarmers', 'Punjab', 'Newyork']",1
260,260,sfj distriuting million st oct th oct farmer punja haryana register vote,['SFJ'],1
261,261,vote khalistan referendum punjai farmer live peace punja register vote khalistan http,"['Punjab', 'Register2Vote2020', 'Khalistan']",1
262,262,sikh indian army full interview fascinate conversation singh retd regard india c,['IndiaC'],0
263,263,akali dal desh drohi since parkash badal take meticulous plan make punja,"['AkaliDal', 'ParkashBadal', 'Punjab']",0
264,264,trend topic pakistan sep rimun resolvettsissues,"['brimun', 'resolvettsissues']",0
265,265,start trend pakistan khalistan ggmu,"['khalistan', 'GGMU']",0
266,266,khalistan pakistan project senior canadian journalist reveal discussion,"['KHALISTAN', 'PAKISTAN', 'Canadian']",0
267,267,khalistan protest modi go sfj protest modi un khalistan register vote punja farmer,"['Khalistan', 'Modi', 'SFJ', 'ModiAtUN', 'Khalistan', 'Register2Vote2020', 'PunjabFarmers']",1
268,268,modi un no worry how punja farmer effect call agriculture reform bill pass federal,"['ModiAtUN', 'PunjabFarmers']",1
269,269,punja farmer protest punja new york butch modi un modi always play life people wh,"['PunjabFarmers', 'Punjab', 'NewYork', 'ModiAtUN', 'Modi']",1
270,270,khalistan activist protest modi outside modi un khalistan referendum sfj watch live h,"['Khalistan', 'Modi', 'ModiAtUN', 'KhalistanReferendum2020', 'SFJ']",1
271,271,pm modi prove,[],0
272,272,why modi ignore sikh farmer virtual address today modi un attract protest khalistan,"['ModiAtUN', 'Khalistan']",0
273,273,what would call video watch tight slap dose humiliation sfj,['SFJ'],0
274,274,no injustice stop modi seize land punja farmer time save farmer,"['Modi', 'PunjabFarmers']",1
275,275,khalistan reality virtual address modi un attract protest khalistan sikh support,"['ModiAtUN', 'Khalistan', 'Sikhs']",1
276,276,let u live peacefully virtual address modi un attract protest khalistan sikh support,"['ModiAtUN', 'Khalistan', 'Sikhs']",1
277,277,sfj protest modi un stop take land poor punja farmer stop support khalistan etterment,"['SFJ', 'ModiAtUN', 'PunjabFarmers', 'khalistan']",11
278,278,fake sikh who nr live outside create disharmony among sikh community,"['FakeSikhs', 'SikhCommunity']",0
279,279,stop modi graing land punja farmer solution khalistan register vote,"['Modi', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
280,280,stop take land punja farmer try understand prolems minori,['PunjabFarmers'],1
281,281,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum modi,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
282,282,stop take land punja farmer try understand prolems,['PunjabFarmers'],1
283,283,pakistan khalistan nexus expose ft terry milewski full interview terry milewski ju,"['TerryMilewski', 'Ju']",0
284,284,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum ecause,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
285,285,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
286,286,modi stop graing land poor punja farmer thats one reason khalistan,"['Modi', 'PunjabFarmers', 'Khalistan']",1
287,287,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum pro,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
288,288,stop modi graing land punja farmer solution khalistan register vote sfj stopmodi,"['Modi', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020', 'sfj', 'stopmodi']",1
289,289,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum wil,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
290,290,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum wan,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
291,291,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum ecaus,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
292,292,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum khalis,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
293,293,virtual modi un attract protest khalistan sikh support poor punja farmer haryana,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
294,294,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum suppor,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
295,295,modi cruel pm not allow torture u anymore virtual modi un attract protest,['ModiAtUN'],1
296,296,sfj time take action anti sikh activist poor farmer who,['SFJ'],1
297,297,khalistan sikh support punja farmer protest modi punja newyork khalistan referendum,"['Khalistan', 'sikhs', 'PunjabFarmers', 'Punjab', 'Newyork', 'KhalistanReferendum2020']",1
298,298,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum ti,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
299,299,virtual modi un attract protest khalistan sikh support punja farmer get land ack,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
300,300,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum moodi,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
301,301,modi see downfall virtual modi un attract protest khalistan sikh support punja farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
302,302,virtual modi un highlight protect khalistan sikh support raise voice punja farmer,"['ModiAtUN', 'Khalistan', 'sikhs', 'PunjabFarmers']",1
303,303,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum sfh,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
304,304,modi terrorist need show real face world virtual modi un attract protest,['ModiAtUN'],1
305,305,modi keep damage damage need go virtual modi un attract protest khalistan sikh,"['ModiAtUN', 'Khalistan', 'Sikhs']",1
306,306,enough damage een do virtual modi un attract protest khalistan sikh support punja farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
307,307,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum take,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
308,308,sfj khalistan punjafarmes thousand ot protest support opposition party congress tri,"['sfj', 'khalistan', 'punjabfarmes']",1
309,309,thousand protest lock road highwats several state sfj khalistan punja farmer,"['sfj', 'khalistan', 'PunjabFarmers']",1
310,310,farmer organisation umrella india kisan sanghrash coordination committe sfj,['Sfj'],0
311,311,virtual modi un sight spot protest ny khalistan sikh support punja farmer khalistan sfj,"['ModiAtUN', 'Khalistan', 'sikhs', 'PunjabFarmers', 'Khalistan', 'SFJ']",1
312,312,stop modi seize land punja farmer time save farmer punja haryana,"['Modi', 'PunjabFarmers', 'Punjab', 'Haryana']",1
313,313,modi damage sikh community virtual modi un attract protest khalistan sikh support punja farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
314,314,khalistan gateway freedom peace please stop ignore u stop neglect poor farmer vir,[],1
315,315,virtual modi un highlight protect khalistan sikh support punja farmer khalistan sfj modi un,"['ModiAtUN', 'Khalistan', 'sikhs', 'PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN']",1
316,316,modi cheat virtual modi un attract protest khalistan sikh support punja farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
317,317,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum modi h,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
318,318,virtual modi un attract protest khalistan sikh support punja farmer khalistan referendum may,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",1
319,319,virtual address modi un attract protest khalistan sikh support punja farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
320,320,fail leadership failure fulfil promise give seperate country punja sikh virtual,[],1
321,321,stop modi injustice ehavior poor farmer sikh deny khalistan virtual,['Modi'],1
322,322,modi un virtually attract protest khalistan sikh support punja farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",1
